timestamp,accel_x,accel_y,accel_z,omega_x,omega_y,omega_z,mag_x,mag_y,mag_z,roll,pitch,yaw,volt_main,pressure,temperature,elevator,aileron,rudder_l,rudder_r,state,opmode
108,-30,-38,2038,-2,-6,0,0,0,0,146,-186,13001,1423,-70,3128,0,0,0,0,0,0
195,-29,-45,2042,9,-3,0,0,0,0,146,-186,12999,1423,-61,3128,0,0,0,0,0,0
291,-29,-41,2044,-4,-2,0,0,0,0,146,-184,12998,1421,-83,3127,0,0,0,0,0,2
386,-24,-30,2041,9,8,0,0,0,0,144,-183,12997,1423,-58,3126,0,0,0,0,0,2
498,-32,-41,2047,-3,-8,0,0,0,0,141,-181,12997,1422,-28,3124,0,0,0,0,0,2
595,-31,-35,2040,3,10,0,0,0,0,141,-180,12996,1423,-49,3123,0,0,0,0,0,2
691,-26,-36,2039,0,3,0,0,0,0,142,-180,12998,1422,-33,3122,0,0,0,0,0,2
787,-25,-36,2039,-1,4,0,0,0,0,143,-181,12999,1423,-50,3121,0,0,0,0,0,2
899,-27,-39,2043,2,-2,0,0,0,0,145,-179,12999,1421,-46,3121,0,0,0,0,0,2
996,-29,-33,2042,7,0,0,0,0,0,143,-179,12999,1423,-52,3122,0,0,0,0,0,2
1091,-23,-44,2050,-3,-12,0,0,0,0,142,-176,13001,1421,-91,3122,0,0,8,8,0,2
1187,-38,-33,2033,-32,0,0,0,0,0,138,-174,12994,1421,-51,3123,0,0,0,0,0,2
1299,-32,-41,2048,-9,0,8,0,0,0,143,-180,12993,1422,-50,3124,0,0,0,0,0,2
1396,-30,-38,2035,-10,-7,1,0,0,0,145,-180,12994,1420,-55,3123,0,0,0,0,0,2
1492,-32,-34,2036,4,3,0,0,0,0,145,-179,12993,1422,-67,3123,0,0,0,0,0,2
1588,-18,-40,2048,9,1,0,0,0,0,145,-178,12993,1415,-57,3122,0,0,0,0,0,2
1700,-28,-38,2043,2,8,0,0,0,0,145,-178,12992,1421,-47,3121,0,0,0,0,0,2
1796,-25,-40,2038,10,0,0,0,0,0,146,-179,12992,1422,-14,3119,0,0,0,0,0,2
1892,-26,-44,2046,0,-4,0,0,0,0,147,-179,12992,1423,42,3118,5,0,0,0,0,2
1988,-23,-38,2042,-5,-6,0,0,0,0,147,-173,12991,1421,23,3117,2,0,4,4,0,2
2099,-29,-30,2038,9,7,0,0,0,0,145,-172,12986,1423,46,3116,0,0,0,0,0,2
2196,-37,-41,2039,-12,1,0,0,0,0,145,-179,12977,1423,-5,3114,0,0,0,0,0,2
2293,-17,-38,2042,8,1,0,0,0,0,146,-180,12973,1419,59,3113,0,0,0,0,0,2
2389,-26,-42,2045,3,0,0,0,0,0,145,-181,12970,1422,87,3112,0,0,0,0,0,2
2500,-30,-41,2039,1,1,0,0,0,0,146,-181,12966,1423,85,3112,0,0,0,0,0,2
2596,-29,-41,2037,-4,0,0,0,0,0,146,-181,12965,1423,40,3111,0,0,0,0,0,1
2692,-27,-39,2045,0,-1,0,0,0,0,145,-182,12962,1421,65,3111,0,0,0,0,0,1
2788,-27,-37,2045,2,-1,0,0,0,0,146,-182,12961,1423,78,3111,0,0,0,0,0,1
2901,-32,-39,2043,1,-1,0,0,0,0,146,-183,12960,1415,70,3111,0,0,0,0,0,1
2997,-28,-39,2039,5,0,0,0,0,0,148,-182,12959,1423,56,3112,0,0,0,0,0,1
3092,-25,-38,2037,-4,-1,0,0,0,0,148,-182,12957,1421,117,3111,0,0,0,0,0,1
3189,-36,-37,2038,1,-1,0,0,0,0,146,-182,12956,1421,85,3111,0,0,0,0,0,1
3301,-29,-40,2039,7,0,0,0,0,0,147,-181,12956,1422,107,3111,0,0,0,0,0,1
3397,-28,-38,2034,10,0,0,0,0,0,146,-181,12957,1421,349,3110,0,0,0,0,0,1
3493,-29,-38,2042,-10,0,0,0,0,0,145,-182,12957,1422,464,3109,0,0,0,0,0,2
3589,-34,-38,2038,4,5,0,0,0,0,144,-182,12958,1423,478,3109,0,0,0,0,0,2
3701,-25,-32,2039,1,0,0,0,0,0,145,-181,12958,1422,353,3109,0,0,0,0,0,2
3798,-29,-41,2040,2,2,0,0,0,0,145,-183,12957,1422,128,3108,0,0,0,0,0,2
3894,-26,-37,2037,-5,0,0,0,0,0,146,-183,12956,1422,108,3108,0,0,0,0,0,2
3990,-31,-42,2042,0,1,0,0,0,0,147,-183,12955,1421,108,3108,0,0,0,0,0,3
4086,-22,-37,2041,9,-6,0,0,0,0,142,-182,12953,1423,116,3108,0,0,0,0,0,3
4198,-28,-40,2042,0,0,0,0,0,0,142,-181,12952,1421,114,3108,0,0,0,0,0,3
4294,-28,-40,2043,-6,-1,0,0,0,0,142,-181,12953,1423,109,3109,0,0,0,0,0,3
4390,-27,-44,2044,5,3,0,0,0,0,142,-180,12953,1421,111,3109,0,0,0,0,0,3
4480,-26,-47,2045,4,0,0,0,0,0,143,-178,12952,1419,92,3109,0,0,0,0,0,3
4599,-29,-37,2038,2,-2,0,0,0,0,142,-177,12952,1421,79,3109,0,0,0,0,0,3
4695,-28,-34,2036,-7,0,0,0,0,0,142,-177,12952,1423,70,3109,0,0,0,0,0,2
4791,-24,-33,2041,3,-1,0,0,0,0,142,-176,12951,1422,54,3109,0,0,0,0,0,2
4881,-26,-39,2042,4,2,0,0,0,0,141,-175,12950,1426,120,3108,0,0,0,0,0,2
4999,-23,-42,2042,4,1,0,0,0,0,140,-175,12950,1422,87,3107,0,0,0,0,0,2
5095,-26,-36,2038,-10,-2,0,0,0,0,142,-173,12950,1423,60,3107,0,0,0,0,0,2
5191,-37,-36,2046,6,2,0,0,0,0,144,-174,12950,1422,90,3107,0,0,0,0,0,2
5281,-22,-40,2044,2,4,0,0,0,0,145,-172,12948,1422,74,3107,0,0,0,0,0,2
5399,-34,-42,2041,2,3,0,0,0,0,144,-172,12947,1421,94,3107,0,0,0,0,0,2
5495,-22,-39,2041,5,2,0,0,0,0,144,-172,12946,1421,99,3107,0,0,0,0,0,1
5585,-22,-38,2047,-4,2,0,0,0,0,146,-172,12943,1410,80,3107,0,0,0,0,0,1
5681,-31,-37,2042,-3,-4,0,0,0,0,146,-174,12942,1421,105,3106,0,0,0,0,0,1
5799,-33,-44,2039,-4,1,0,0,0,0,146,-175,12941,1421,112,3105,0,0,0,0,0,1
5895,-33,-47,2044,-4,0,0,0,0,0,148,-179,12940,1422,87,3105,0,0,0,0,0,1
5985,-37,-43,2039,3,2,0,0,0,0,149,-179,12940,1422,127,3104,0,0,0,0,0,2
6082,-32,-50,2038,5,-3,0,0,0,0,147,-177,12941,1422,149,3104,0,0,0,0,0,2
6200,-18,-17,2034,6,1,0,0,0,0,144,-171,12942,1419,103,3103,0,0,0,0,0,2
6290,-28,-45,2059,-3,0,0,0,0,0,144,-169,12944,1421,97,3103,0,0,0,0,0,2
6386,-28,-51,2064,12,-5,0,0,0,0,144,-170,12945,1422,93,3103,0,0,0,0,0,2
6482,-22,-17,2015,-1,-10,0,0,0,0,141,-168,12946,1422,133,3103,0,0,0,0,0,3
6600,-35,-62,2051,-3,2,0,0,0,0,137,-168,12943,1423,103,3103,0,0,0,0,0,3
6690,-20,-23,2028,7,5,0,0,0,0,137,-166,12945,1422,160,3103,0,0,0,0,0,3
6786,-28,-49,2044,-2,-2,0,0,0,0,135,-165,12947,1422,112,3102,0,0,0,0,0,3
6882,-25,-31,2043,7,-2,0,0,0,0,137,-165,12948,1420,128,3101,0,0,0,0,0,3
7000,-27,-41,2039,4,0,0,0,0,0,137,-164,12950,1421,167,3100,0,0,0,0,0,3
7091,-26,-38,2041,4,1,0,0,0,0,136,-165,12951,1422,141,3099,0,0,0,0,0,3
7187,-25,-39,2039,5,0,0,0,0,0,136,-164,12954,1421,127,3098,0,0,0,0,0,2
7283,-28,-39,2042,0,0,0,0,0,0,135,-163,12957,1423,122,3098,0,0,0,0,0,2
7401,-27,-22,2036,-5,2,0,0,0,0,136,-162,12959,1422,148,3099,0,0,0,0,0,2
7491,-26,-47,2041,10,-3,0,0,0,0,136,-162,12962,1421,142,3098,0,0,0,0,0,2
7587,-26,-44,2044,4,7,0,0,0,0,137,-162,12961,1414,155,3098,0,-2,0,0,0,2
7683,-28,-47,2028,9,-22,1,0,0,0,106,-161,12957,1423,148,3098,0,-5,0,0,0,2
7796,-19,-34,2036,11,-1,1,0,0,0,97,-159,12951,1423,180,3097,0,-7,0,0,0,2
7891,-14,-35,2037,7,3,1,0,0,0,84,-157,12944,1421,156,3096,0,-7,0,0,0,2
7988,-17,-39,2040,1,-8,0,0,0,0,83,-156,12936,1422,164,3096,0,-8,0,0,0,2
8084,-15,-41,2045,4,-7,0,0,0,0,76,-154,12926,1422,174,3096,0,-8,0,0,0,2
8196,-32,-19,2039,2,4,2,0,0,0,88,-151,12924,1424,166,3096,0,-2,0,0,0,2
8291,-27,-43,2032,12,3,1,0,0,0,109,-150,12932,1421,186,3096,0,-2,0,0,0,2
8388,-27,-38,2027,4,12,0,0,0,0,109,-150,12934,1403,174,3096,0,-5,0,0,0,2
8484,-72,-43,2005,3,58,5,0,0,0,105,-153,12935,1421,199,3095,0,0,0,0,0,2
8586,-28,-40,2037,-3,-1,0,0,0,0,123,-155,12938,1422,196,3094,0,0,0,0,0,2
8692,-26,-43,2045,-2,-3,0,0,0,0,125,-158,12941,1422,221,3094,0,0,0,0,0,2
8788,-23,-35,2039,3,0,1,0,0,0,126,-157,12942,1416,220,3093,0,12,0,0,0,2
8890,-180,-34,1905,19,155,-8,0,0,0,99,-165,12932,1415,178,3093,0,-21,0,0,0,2
8987,-38,-16,2068,20,-178,10,0,0,0,-60,-166,12927,1415,192,3093,0,-25,0,0,0,2
9093,-14,5,1992,156,463,-20,0,0,0,-11,-169,12924,1414,219,3093,0,-4,0,0,0,2
9189,15,-22,2067,-48,168,-12,0,0,0,100,-145,12940,1414,214,3092,0,7,0,0,0,2
9291,-74,-47,1971,-34,-100,6,0,0,0,163,-176,12941,1414,230,3092,0,21,0,0,0,2
9387,-100,-34,1852,20,-170,19,0,0,0,147,-172,12928,1421,259,3091,0,0,0,0,0,2
9493,-11,-38,2050,-15,22,0,0,0,0,97,-167,12933,1421,225,3089,0,0,0,0,0,2
9590,-22,-35,2037,-1,1,1,0,0,0,95,-165,12943,1415,263,3088,0,0,0,0,0,2
9691,-13,-39,2041,0,2,0,0,0,0,95,-163,12951,1421,291,3088,0,0,1,1,0,2
9788,-20,-39,2041,-1,-4,0,0,0,0,93,-162,12962,1417,267,3088,0,0,22,22,0,2
9894,-4,-14,2036,-3,25,5,0,0,0,79,-133,12959,1419,247,3088,0,0,0,0,0,2
9996,-13,-23,2042,82,-15,5,0,0,0,93,-160,13002,1422,227,3088,0,0,0,0,0,2
10092,-14,-47,2050,-18,0,1,0,0,0,93,-161,13006,1421,294,3088,0,0,0,0,0,2
10189,-21,-32,2038,-7,-9,1,0,0,0,91,-158,13012,1415,239,3089,-15,0,1,1,0,2
10294,-21,-20,2027,-58,2,3,0,0,0,95,-196,13014,1414,255,3089,-18,0,1,1,0,2
10397,-11,-34,2048,25,2,2,0,0,0,97,-189,13018,1421,222,3089,14,0,0,0,0,2
10492,-31,33,1990,-93,-21,24,0,0,0,94,-130,13034,1421,197,3088,20,0,0,0,0,2
10589,-18,33,1996,-10,19,1,0,0,0,90,-127,13051,1421,199,3086,0,0,0,0,0,2
10695,-19,-72,2057,-32,18,0,0,0,0,89,-156,13056,1421,231,3085,0,0,0,0,0,2
10797,-31,-14,2021,0,1,0,0,0,0,89,-145,13066,1422,340,3084,0,0,0,0,0,2
10892,-11,-35,2042,16,-6,1,0,0,0,91,-146,13076,1426,331,3083,0,0,0,0,0,2
10989,-30,-45,2043,38,14,0,0,0,0,91,-149,13083,1403,255,3082,0,-26,0,0,0,2
11101,65,-24,2019,-51,-90,6,0,0,0,-85,-162,13086,1413,327,3081,0,-18,0,0,0,2
11197,24,-23,1991,-153,115,-15,0,0,0,-1,-125,13085,1422,349,3081,0,26,0,0,0,2
11294,-174,-28,1637,17,-430,1,0,0,0,188,-166,13065,1414,380,3081,0,0,0,0,0,2
11390,-60,-14,1996,72,57,4,0,0,0,98,-130,13079,1422,348,3081,0,0,0,0,0,2
11501,-37,-48,2034,23,3,0,0,0,0,94,-141,13089,1421,343,3081,0,0,0,0,0,2
11598,-21,-39,2042,-7,2,0,0,0,0,95,-138,13101,1422,329,3082,0,0,0,0,0,2
11694,-17,-37,2037,4,2,0,0,0,0,96,-140,13108,1423,319,3083,0,0,0,0,0,2
11790,-24,-22,2030,-8,-10,1,0,0,0,97,-133,13118,1422,312,3084,0,0,0,0,0,2
11902,-21,-33,2040,16,0,0,0,0,0,101,-136,13130,1421,266,3085,0,0,0,0,0,2
11998,-25,-40,2035,-8,-6,0,0,0,0,98,-139,13139,1421,282,3084,0,0,0,0,0,2
12094,-28,-35,2034,-16,-3,0,0,0,0,103,-140,13147,1422,303,3084,0,0,0,0,0,2
12190,-30,-43,2036,-1,0,0,0,0,0,101,-138,13156,1422,347,3083,0,0,0,0,0,2
12286,-20,-46,2045,7,3,0,0,0,0,101,-137,13162,1422,371,3082,0,0,0,0,0,2
12399,-28,-35,2039,5,-9,0,0,0,0,100,-137,13171,1421,364,3080,0,0,0,0,0,2
12495,-11,-33,2045,-27,13,0,0,0,0,104,-138,13180,1422,378,3079,0,0,0,0,0,2
12591,-23,-38,2037,4,-9,0,0,0,0,103,-136,13187,1422,370,3079,0,0,0,0,0,2
12687,-29,-34,2045,-2,1,0,0,0,0,103,-137,13193,1421,374,3078,0,0,0,0,0,2
12799,-16,-39,2041,7,4,0,0,0,0,104,-137,13201,1422,358,3078,0,0,0,0,0,2
12895,-19,-37,2043,7,4,0,0,0,0,103,-137,13206,1422,356,3078,0,0,0,0,0,2
12991,-19,-37,2039,2,-3,0,0,0,0,102,-137,13210,1422,353,3078,0,0,0,0,0,2
13087,-17,-36,2042,2,0,0,0,0,0,102,-138,13216,1422,345,3079,0,0,0,0,0,2
13200,-19,-34,2042,-7,4,0,0,0,0,102,-138,13221,1422,387,3080,0,0,0,0,0,2
13296,-20,-39,2041,11,5,0,0,0,0,101,-138,13227,1421,359,3082,0,0,0,0,0,2
13391,-19,-40,2042,1,-2,0,0,0,0,101,-139,13233,1421,324,3083,0,0,0,0,0,2
13488,-16,-34,2045,2,2,0,0,0,0,100,-138,13239,1423,301,3084,0,0,0,0,0,2
13599,-16,-38,2041,-3,8,0,0,0,0,100,-137,13243,1421,301,3084,0,0,0,0,0,2
13696,-17,-39,2044,6,2,0,0,0,0,100,-137,13248,1421,264,3085,0,0,0,0,0,2
13792,-19,-36,2040,0,1,0,0,0,0,103,-138,13252,1422,300,3085,0,0,0,0,0,2
13888,-20,-35,2038,10,-6,0,0,0,0,103,-137,13254,1422,244,3085,0,0,0,0,0,2
14001,-17,-39,2044,0,0,0,0,0,0,104,-137,13258,1421,286,3085,0,0,0,0,0,2
14097,-20,-33,2039,-3,3,0,0,0,0,104,-137,13260,1422,282,3084,0,0,0,0,0,2
14193,-17,-41,2043,6,-3,0,0,0,0,104,-136,13263,1423,296,3084,0,0,0,0,0,2
14289,-20,-33,2040,-3,0,0,0,0,0,104,-136,13265,1421,332,3083,0,0,0,0,0,2
14401,-22,-35,2033,1,-10,0,0,0,0,103,-134,13268,1423,341,3083,0,0,0,0,0,2
14497,-20,-37,2043,-6,0,0,0,0,0,103,-134,13271,1422,287,3082,0,0,0,0,0,2
14593,-26,-31,2039,8,-17,0,0,0,0,103,-136,13272,1421,250,3081,0,0,0,0,0,2
14689,-26,-40,2039,22,2,0,0,0,0,105,-135,13274,1424,310,3080,0,0,0,0,0,2
14801,-9,-27,2043,-9,0,0,0,0,0,104,-135,13276,1421,363,3079,0,0,0,0,0,2
14897,-20,-37,2036,24,-3,0,0,0,0,104,-133,13277,1421,309,3078,0,0,0,0,0,2
14993,-19,-34,2037,-16,3,0,0,0,0,103,-132,13279,1421,314,3076,0,0,0,0,0,2
15090,-21,-30,2037,0,-3,0,0,0,0,102,-132,13279,1421,352,3075,0,0,0,0,0,2
15201,-11,-33,2042,3,-6,0,0,0,0,104,-132,13279,1421,344,3075,0,0,0,0,0,2
15297,-23,-31,2036,1,5,0,0,0,0,102,-132,13279,1421,349,3075,0,0,0,0,0,2
15394,-27,-34,2030,-3,0,0,0,0,0,103,-130,13279,1421,347,3074,0,0,0,0,0,2
15490,-13,-27,2042,-3,-11,0,0,0,0,103,-132,13279,1422,366,3072,0,0,0,0,0,2
15602,-20,-28,2043,15,3,0,0,0,0,102,-132,13279,1422,358,3071,0,0,0,0,0,2
15698,-6,-41,2053,20,10,0,0,0,0,105,-131,13279,1421,337,3069,0,0,0,0,0,2
15793,-7,-41,2052,-1,-3,0,0,0,0,104,-131,13280,1421,348,3068,0,0,0,0,0,2
15884,-10,-42,2057,-3,3,0,0,0,0,105,-131,13280,1421,365,3068,0,0,0,0,0,2
16002,-26,-23,2027,5,-2,0,0,0,0,104,-130,13282,1422,389,3067,0,0,0,0,0,2
16098,-19,-35,2042,0,3,0,0,0,0,105,-132,13285,1421,412,3067,0,0,0,0,0,2
16194,-18,-36,2038,2,-4,0,0,0,0,103,-133,13286,1422,451,3066,0,0,0,0,0,2
16284,-10,-38,2048,0,-4,0,0,0,0,104,-130,13287,1421,411,3065,0,0,0,0,0,2
16589,-10,-39,2055,-11,-9,0,0,0,0,103,-132,13287,1421,449,3065,0,0,0,0,0,2
16685,-24,-41,2041,-9,11,0,0,0,0,106,-139,13286,1419,455,3065,0,0,0,0,0,2
16781,-12,-34,2046,6,2,0,0,0,0,106,-138,13285,1423,399,3066,0,0,0,0,0,2
16899,-17,-39,2043,-11,2,0,0,0,0,108,-141,13285,1421,417,3066,0,0,0,0,0,2
16988,-18,-31,2037,4,0,0,0,0,0,105,-139,13285,1422,453,3066,0,0,0,0,0,2
17085,-7,-37,2051,0,13,0,0,0,0,104,-139,13286,1421,475,3066,0,0,0,0,0,2
17181,-16,-37,2044,16,-4,0,0,0,0,104,-139,13286,1422,445,3066,0,0,0,0,0,2
17299,-21,-42,2040,1,-13,0,0,0,0,102,-142,13286,1423,443,3066,0,0,0,0,0,2
17390,-17,-33,2038,-11,-2,0,0,0,0,102,-141,13287,1421,462,3066,0,0,0,0,0,2
17485,-15,-30,2044,3,-6,0,0,0,0,102,-140,13286,1421,427,3066,0,0,0,0,0,2
17582,-21,-40,2041,-7,0,0,0,0,0,102,-141,13286,1417,403,3066,0,0,0,0,0,2
17700,-16,-36,2043,6,3,0,0,0,0,104,-142,13285,1422,439,3066,0,0,0,0,0,2
17790,-16,-28,2041,2,0,0,0,0,0,103,-141,13285,1423,458,3065,0,0,0,0,0,2
17886,-24,-35,2034,6,9,0,0,0,0,104,-141,13285,1422,418,3065,0,0,0,0,0,2
17982,-21,-40,2039,5,10,0,0,0,0,105,-142,13284,1422,420,3065,0,0,0,0,0,2
18094,-22,-32,2037,10,7,0,0,0,0,105,-142,13283,1422,414,3065,0,0,0,0,0,2
18190,-22,-31,2039,11,-1,0,0,0,0,105,-141,13283,1421,446,3064,0,0,0,0,0,2
18286,-28,-44,2037,4,14,0,0,0,0,106,-143,13281,1422,463,3063,0,0,0,0,0,2
18383,-26,-39,2037,0,0,0,0,0,0,105,-143,13281,1421,489,3063,0,0,0,0,0,2
18495,-10,-39,2045,-2,1,0,0,0,0,104,-143,13280,1421,473,3062,0,0,0,0,0,2
18590,-22,-37,2035,2,5,0,0,0,0,104,-142,13280,1419,507,3062,0,0,0,0,0,2
18687,-32,-35,2034,3,6,0,0,0,0,103,-144,13280,1422,493,3061,0,0,0,0,0,2
18789,-13,-37,2031,6,0,0,0,0,0,104,-144,13279,1421,492,3060,0,0,0,0,0,2
18895,-24,-41,2034,5,-1,0,0,0,0,104,-145,13279,1421,475,3060,0,0,0,0,0,2
18991,-11,-43,2054,-8,-6,0,0,0,0,105,-145,13279,1421,480,3060,0,0,0,0,0,2
19087,-21,-34,2036,-17,3,0,0,0,0,105,-144,13280,1421,490,3059,0,0,0,0,0,2
19189,-35,-41,2037,24,8,0,0,0,0,106,-143,13279,1420,535,3059,0,0,0,0,0,2
19295,-26,-45,2022,30,-7,0,0,0,0,103,-140,13277,1421,505,3058,0,0,0,0,0,2
19392,0,-8,2033,-33,12,0,0,0,0,103,-136,13275,1421,559,3057,0,0,0,0,0,2
19487,-27,-48,2028,-10,18,0,0,0,0,108,-141,13274,1420,528,3057,0,0,0,0,0,2
19590,-15,-65,2056,-8,5,0,0,0,0,109,-141,13272,1422,516,3058,0,0,0,0,0,2
19696,-14,-48,2045,8,14,0,0,0,0,109,-139,13269,1421,453,3058,0,0,0,0,0,2
19792,-6,-18,2038,10,6,0,0,0,0,107,-139,13268,1421,524,3058,0,0,0,0,0,2
19894,-7,-36,2044,4,9,0,0,0,0,109,-139,13267,1422,486,3058,0,0,0,0,0,2
19990,-27,-48,2041,9,-6,0,0,0,0,106,-141,13266,1422,559,3058,0,0,0,0,0,2
20096,-21,-34,2037,10,-2,0,0,0,0,105,-142,13266,1421,513,3057,0,0,0,0,0,2
20192,-16,-29,2036,-2,5,0,0,0,0,106,-140,13267,1421,551,3057,0,0,0,0,0,2
20294,-16,-38,2043,2,-1,0,0,0,0,107,-141,13264,1423,545,3056,0,0,0,0,0,2
20390,-25,-44,2041,0,2,0,0,0,0,107,-142,13264,1422,518,3057,0,0,0,0,0,2
20486,-15,-27,2039,3,-1,0,0,0,0,105,-137,13263,1422,534,3058,0,0,0,0,0,2
20593,-20,-39,2041,4,0,0,0,0,0,106,-138,13263,1421,540,3058,0,0,0,0,0,2
20695,-20,-45,2045,-10,2,0,0,0,0,107,-140,13263,1421,509,3059,0,0,0,0,0,2
20791,-21,-35,2042,6,0,0,0,0,0,105,-138,13263,1421,509,3058,0,0,0,0,0,2
20887,-21,-34,2037,10,2,0,0,0,0,105,-139,13262,1422,545,3057,0,0,0,0,0,2
20999,-23,-39,2040,0,0,0,0,0,0,105,-140,13262,1421,517,3058,0,0,0,0,0,2
21095,-22,-35,2037,-2,2,0,0,0,0,105,-139,13264,1421,510,3058,0,0,0,0,0,2
21191,-19,-32,2040,0,-1,0,0,0,0,106,-140,13266,1423,575,3057,0,0,0,0,0,2
21287,-17,-31,2038,2,-6,0,0,0,0,106,-140,13264,1421,542,3056,0,0,0,0,0,2
21400,-18,-42,2046,-1,3,0,0,0,0,106,-139,13262,1421,528,3057,0,0,0,0,0,2
21496,-16,-34,2042,0,-7,0,0,0,0,106,-140,13263,1421,552,3056,0,0,0,0,0,2
21592,-20,-33,2036,-2,2,0,0,0,0,105,-138,13263,1423,571,3057,0,0,0,0,0,2
21688,-20,-36,2041,5,0,0,0,0,0,104,-139,13264,1419,565,3056,0,0,0,0,0,2
21800,-21,-41,2041,4,3,0,0,0,0,104,-139,13262,1421,588,3056,0,0,0,0,0,2
21896,-22,-39,2039,-1,0,0,0,0,0,105,-139,13260,1422,534,3056,0,0,0,0,0,2
21992,-19,-35,2039,9,3,0,0,0,0,104,-137,13259,1423,516,3055,0,0,0,0,0,2
22088,-16,-33,2043,8,3,0,0,0,0,103,-137,13260,1421,539,3055,0,0,0,0,0,2
22201,-18,-35,2038,-3,-3,0,0,0,0,103,-136,13259,1421,568,3055,0,0,0,0,0,2
22297,-18,-37,2041,0,0,0,0,0,0,102,-137,13259,1421,567,3054,0,0,0,0,0,2
22393,-21,-36,2040,6,0,0,0,0,0,102,-137,13259,1421,558,3054,0,0,0,0,0,2
22489,-18,-35,2040,9,-1,0,0,0,0,101,-137,13259,1422,570,3054,0,0,0,0,0,2
22601,-19,-38,2041,18,1,0,0,0,0,103,-139,13259,1422,546,3054,0,0,0,0,0,2
22697,-19,-46,2046,15,6,0,0,0,0,102,-138,13258,1422,594,3053,0,0,0,0,0,2
22793,-16,-36,2042,3,0,0,0,0,0,100,-136,13259,1419,585,3053,0,0,0,0,0,2
22889,-17,-31,2042,8,-3,0,0,0,0,98,-133,13261,1422,617,3054,0,0,0,0,0,2
23002,-12,-34,2037,0,-4,0,0,0,0,97,-132,13262,1421,581,3053,0,0,0,0,0,2
23098,-20,-30,2043,9,0,0,0,0,0,99,-132,13262,1421,593,3053,0,0,0,0,0,2
23194,-15,-35,2048,1,5,0,0,0,0,99,-132,13262,1421,575,3052,0,0,0,0,0,2
23289,-23,-46,2042,4,7,0,0,0,0,101,-135,13261,1426,556,3051,0,0,0,0,0,2
23402,-29,-35,2042,9,0,0,0,0,0,102,-135,13260,1422,565,3051,0,0,0,0,0,2
23498,-2,-11,2032,7,0,0,0,0,0,100,-131,13260,1421,566,3050,0,0,0,0,0,2
23594,-22,-40,2031,-5,1,0,0,0,0,102,-135,13260,1421,596,3049,0,0,0,0,0,2
23690,-27,-55,2046,5,-2,0,0,0,0,104,-142,13261,1422,594,3048,0,0,0,0,0,2
23786,-17,-40,2039,-2,-6,0,0,0,0,103,-141,13263,1422,623,3048,0,0,0,0,0,2
23899,-12,-24,2034,0,0,0,0,0,0,101,-137,13265,1422,634,3047,0,0,0,0,0,2
23995,-16,-37,2041,-6,3,0,0,0,0,102,-138,13265,1421,617,3046,0,0,0,0,0,2
24090,-26,-48,2042,6,1,0,0,0,0,102,-142,13264,1421,612,3045,0,0,0,0,0,2
24186,-21,-41,2043,8,-5,0,0,0,0,103,-142,13264,1422,622,3045,0,0,0,0,0,2
24299,-12,-36,2044,7,0,0,0,0,0,104,-141,13262,1421,631,3046,0,0,0,0,0,2
24395,-21,-37,2038,-4,5,0,0,0,0,103,-141,13259,1422,640,3046,0,0,0,0,0,2
24490,-26,-36,2039,-2,-6,0,0,0,0,105,-142,13258,1421,625,3046,0,0,0,0,0,2
24586,-20,-35,2039,5,-4,0,0,0,0,104,-141,13256,1416,614,3047,0,0,0,0,0,2
24699,-15,-36,2041,6,-1,0,0,0,0,104,-140,13255,1422,635,3046,0,0,0,0,0,2
24795,-19,-34,2038,1,0,0,0,0,0,103,-140,13255,1421,655,3046,0,0,0,0,0,2
24891,-22,-37,2038,3,0,0,0,0,0,103,-141,13254,1421,622,3046,0,0,0,0,0,2
24987,-22,-36,2040,6,0,0,0,0,0,104,-140,13253,1418,659,3047,0,0,0,0,0,2
25099,-20,-34,2037,6,-1,0,0,0,0,103,-140,13252,1422,632,3047,0,0,0,0,0,2
25196,-18,-38,2041,0,2,0,0,0,0,103,-141,13251,1421,666,3048,0,0,0,0,0,2
25291,-21,-39,2039,2,1,0,0,0,0,104,-142,13250,1430,636,3048,0,0,0,0,0,2
25387,-20,-39,2039,2,-1,0,0,0,0,106,-142,13246,1421,636,3048,0,0,0,0,0,2
25500,-22,-36,2039,5,0,0,0,0,0,105,-142,13245,1421,656,3049,0,0,0,0,0,2
25596,-16,-38,2038,3,1,0,0,0,0,104,-142,13246,1421,637,3049,0,0,0,0,0,2
25692,-19,-42,2041,3,0,0,0,0,0,105,-143,13246,1421,622,3049,0,0,0,0,0,2
25782,-17,-35,2036,4,-1,0,0,0,0,104,-143,13246,1422,615,3049,0,0,0,0,0,2
25900,-21,-37,2042,2,1,0,0,0,0,104,-144,13248,1417,609,3049,0,0,0,0,0,2
25997,-21,-35,2044,0,-6,0,0,0,0,106,-143,13248,1421,593,3049,0,0,0,0,0,2
26093,-22,-39,2036,2,-3,0,0,0,0,104,-143,13247,1421,603,3049,0,0,0,0,0,2
26189,-18,-39,2041,2,1,0,0,0,0,105,-143,13245,1421,598,3049,0,0,0,0,0,2
26301,-21,-37,2043,3,0,0,0,0,0,104,-142,13243,1421,604,3049,0,0,0,0,0,2
26397,-19,-37,2042,0,-3,0,0,0,0,104,-143,13243,1422,601,3049,0,0,0,0,0,2
26493,-21,-38,2038,1,-1,0,0,0,0,105,-144,13243,1419,619,3049,0,0,0,0,0,2
