timestamp,accel_x,accel_y,accel_z,omega_x,omega_y,omega_z,mag_x,mag_y,mag_z,roll,pitch,yaw,volt_main,pressure,temperature,elevator,aileron,rudder_l,rudder_r,state,opmode
890849,-52,-329,1956,-286,359,114,0,0,0,505,-1648,27435,1363,-4052,3634,18,-9,0,0,0,3
890946,39,-32,2270,777,-96,567,0,0,0,723,-1330,27591,1371,-4045,3634,18,-14,0,0,0,3
891058,35,-104,1785,-451,252,337,0,0,0,849,-1071,27855,1374,-4073,3634,15,-14,0,0,0,3
891154,-66,-183,2067,-73,-378,615,0,0,0,757,-1419,28165,1384,-4064,3634,17,-14,0,0,0,3
891250,44,4,1975,404,97,211,0,0,0,575,-755,28720,1383,-4073,3634,13,-13,0,0,0,3
891346,-57,-147,1963,414,206,148,0,0,0,874,-456,28639,1384,-4086,3636,12,-15,0,0,0,3
891458,23,-208,2233,162,-151,41,0,0,0,849,-107,28649,1384,-4054,3636,10,-14,0,0,0,3
891554,-155,-56,2157,-46,238,202,0,0,0,844,-144,28693,1377,-4048,3637,10,-14,0,0,0,3
891651,-278,-320,1996,-315,-222,-133,0,0,0,849,-457,28765,1376,-4053,3637,11,-15,0,0,0,3
891747,-113,204,2530,515,-745,-82,0,0,0,290,-232,28578,1384,-4073,3637,10,-11,0,0,0,3
891859,-311,-163,2027,-57,474,-646,0,0,0,556,-450,27924,1384,-4083,3638,12,-13,0,0,0,3
891955,-222,68,2028,-48,-16,-172,0,0,0,807,-201,27536,1384,-4082,3637,10,-14,0,0,0,3
892051,-129,49,1843,70,88,-173,0,0,0,786,-189,27255,1377,-4104,3638,10,-14,0,0,0,3
892147,-219,-224,2012,-32,277,-76,0,0,0,1033,-124,27009,1383,-4071,3638,10,-15,0,0,0,3
892259,-246,-370,2118,-638,-6,-245,0,0,0,1354,-646,26808,1384,-4084,3638,12,-17,0,0,0,3
892355,-192,-274,2396,-315,-693,111,0,0,0,1031,-1129,26739,1384,-4095,3638,15,-15,0,0,0,3
892451,34,-59,2330,341,-144,-58,0,0,0,386,-1124,26985,1384,-4095,3638,15,-12,0,0,0,3
892548,37,256,2294,545,-62,-82,0,0,0,310,-686,26622,1382,-4092,3638,13,-11,0,0,0,3
892660,-120,150,2078,-638,415,374,0,0,0,574,-799,26630,1384,-4134,3638,14,-13,0,0,0,3
892756,-139,-10,1784,-98,-257,206,0,0,0,720,-1183,26984,1384,-4112,3638,16,-14,0,0,0,3
892947,-87,-441,1927,-339,-314,-581,0,0,0,530,-1396,26539,1384,-4138,3639,16,-13,0,0,0,3
893252,51,-417,1951,212,-278,-379,0,0,0,-357,-1622,25889,1384,-4105,3638,18,-7,0,0,0,3
893349,39,-91,1769,326,-438,-9,0,0,0,-878,-954,25602,1383,-4128,3638,14,1,0,0,0,3
893445,249,-207,1532,-31,435,77,0,0,0,-621,-1022,25631,1383,-4125,3637,15,8,0,0,0,3
893557,86,-41,1850,380,360,102,0,0,0,-188,-643,25649,1384,-4105,3637,13,10,0,0,0,3
893653,-79,-90,2003,46,414,-111,0,0,0,204,-488,25570,1384,-4093,3637,12,7,0,0,0,3
893749,-59,60,2097,-66,-31,18,0,0,0,358,-541,25324,1384,-4092,3637,12,2,0,0,0,3
894239,-83,-45,1869,-385,-123,-271,0,0,0,339,-535,25859,1382,-4040,3629,12,-12,0,0,0,3
894357,20,-114,2098,-264,-440,203,0,0,0,76,-823,25721,1384,-4011,3627,14,-10,0,0,0,3
894453,-3,58,2079,199,-181,147,0,0,0,-191,-854,25885,1384,-4029,3625,14,-8,0,0,0,3
894544,2,112,1987,-64,-204,-238,0,0,0,-497,-815,25691,1384,-4056,3625,14,-3,0,0,0,3
894640,-7,107,2033,179,116,-134,0,0,0,-442,-679,25346,1383,-4023,3625,13,0,0,0,0,3
894758,-32,20,2090,-38,41,2,0,0,0,-318,-611,25164,1376,-4040,3625,13,3,0,0,0,3
894853,6,-53,2093,39,2,-32,0,0,0,-265,-595,25076,1377,-4041,3625,13,5,0,0,0,3
894944,105,-289,2102,24,81,34,0,0,0,-205,-752,24991,1384,-4049,3625,13,7,0,0,0,3
895040,-27,-184,2056,203,452,132,0,0,0,97,-665,25069,1383,-4037,3625,13,6,0,0,0,3
895158,-269,-32,2036,-9,326,240,0,0,0,609,-443,25125,1383,-4021,3625,12,-1,0,0,0,3
895255,-10,-151,2091,-71,-158,254,0,0,0,515,-601,25180,1384,-4025,3625,12,-7,0,0,0,3
895345,-136,91,1869,723,344,196,0,0,0,649,-245,25409,1384,-3976,3624,11,-13,0,0,0,3
895440,62,-185,2052,-191,-531,58,0,0,0,625,-70,25481,1384,-4012,3623,9,-14,0,0,0,3
895559,-79,-139,1848,-249,-192,161,0,0,0,232,-352,25513,1382,-4001,3622,11,-11,0,0,0,3
895655,-15,-81,1922,71,-500,164,0,0,0,-48,-387,25652,1384,-3991,3620,11,-10,0,0,0,3
895744,124,-628,1862,-1082,-739,-211,0,0,0,-510,-742,25674,1380,-3959,3620,13,-4,0,0,0,3
895840,274,-518,1899,-453,-1067,-54,0,0,0,-1774,-1837,25572,1378,-3989,3620,19,13,0,0,0,3
895959,534,-335,1882,94,-394,253,0,0,0,-2308,-2112,25741,1376,-4010,3620,21,22,0,0,0,3
896241,689,-424,2247,856,-41,94,0,0,0,-2894,-1945,26298,1383,-3997,3621,20,25,0,0,0,3
896359,813,-125,1838,1035,-147,139,0,0,0,-3100,-929,26610,1384,-4005,3621,14,26,0,0,0,3
896449,568,-48,1944,178,105,211,0,0,0,-3149,-474,26806,1382,-4017,3621,12,27,0,0,0,3
896545,765,-23,1990,-81,66,-17,0,0,0,-3091,-485,27035,1378,-4042,3622,12,26,0,0,0,3
896642,652,-56,1646,568,176,374,0,0,0,-3048,-188,27225,1377,-4055,3622,10,26,0,0,0,3
896753,795,-67,1876,217,-220,-230,0,0,0,-3042,134,27437,1383,-4067,3622,9,26,0,0,0,3
896850,582,-20,1872,-285,-342,35,0,0,0,-3429,95,27310,1382,-4083,3623,5,28,0,0,0,3
896946,610,8,1780,-86,-231,-107,0,0,0,-3642,-29,27307,1384,-4038,3623,6,29,0,0,0,3
897042,895,-79,1906,299,-423,89,0,0,0,-4074,73,27546,1384,-4053,3624,5,30,0,0,0,3
897144,970,56,1831,99,-323,-204,0,0,0,-4705,299,27618,1372,-4065,3624,1,30,0,0,0,3
897250,932,108,1780,59,18,51,0,0,0,-4751,339,27767,1375,-4036,3624,-2,30,0,0,0,3
897346,872,31,1813,-76,-98,-30,0,0,0,-4811,393,27851,1377,-4075,3625,-7,30,0,0,0,3
897448,961,24,1847,-31,-7,-13,0,0,0,-4856,286,27997,1384,-4083,3624,-11,30,0,0,0,3
897545,910,55,1796,-11,-150,-62,0,0,0,-4916,318,28060,1380,-4101,3625,-12,30,0,0,0,3
897651,972,40,1829,-62,-22,30,0,0,0,-4989,276,28199,1383,-4110,3624,-11,30,0,0,0,3
897747,934,40,1835,33,95,2,0,0,0,-4921,256,28357,1382,-4080,3624,-11,30,0,0,0,3
897849,892,20,1810,-48,-26,1,0,0,0,-4884,291,28454,1377,-4085,3625,-11,30,0,0,0,3
897945,958,6,1828,-20,-17,8,0,0,0,-4910,241,28584,1377,-4063,3624,-11,30,0,0,0,3
898051,929,4,1817,-42,-10,34,0,0,0,-4924,204,28697,1377,-4068,3625,-11,30,0,0,0,3
898147,899,22,1801,-61,-26,21,0,0,0,-4928,158,28766,1382,-4082,3625,-11,30,0,0,0,3
898249,933,12,1815,-74,-13,-38,0,0,0,-4959,95,28861,1384,-4098,3625,-10,30,0,0,0,3
898345,1025,-36,1744,62,3,103,0,0,0,-5059,41,28974,1384,-4095,3625,-10,30,0,0,0,3
898451,894,122,1851,9,146,103,0,0,0,-4807,150,29261,1381,-4104,3625,-11,30,0,0,0,3
898554,935,-10,1845,-165,33,-87,0,0,0,-4614,-92,29332,1384,-4096,3627,-9,30,0,0,0,3
898650,767,-100,1853,-93,652,32,0,0,0,-4223,-86,29279,1377,-4121,3627,-9,30,0,0,0,3
898746,730,43,1923,60,-11,-89,0,0,0,-3898,-155,29281,1370,-4098,3627,-8,30,0,0,0,3
898954,701,17,1884,230,186,47,0,0,0,-3782,30,29086,1383,-4095,3628,-8,30,0,0,0,3
899050,688,73,1894,22,70,-52,0,0,0,-3571,196,29041,1384,-4099,3628,-11,29,0,0,0,3
899146,704,-61,1919,-58,585,-141,0,0,0,-3271,146,28945,1383,-4116,3628,-11,27,0,0,0,3
899258,485,57,1992,284,1048,-103,0,0,0,-2381,307,28787,1384,-4096,3628,-12,22,0,0,0,3
899354,202,19,2052,-30,876,-287,0,0,0,-925,564,28507,1384,-4058,3628,-13,16,0,0,0,3
899451,-140,122,2014,-199,1213,-328,0,0,0,218,477,28164,1382,-4062,3628,-13,10,0,0,0,3
899547,-262,30,1921,-432,1283,-515,0,0,0,1171,176,27537,1384,-4047,3628,-11,-3,0,0,0,3
899658,-647,94,1934,-275,1037,-221,0,0,0,2609,-328,26956,1377,-4027,3628,-7,-24,0,0,0,3
899755,-755,-157,1801,23,1228,8,0,0,0,3766,-481,26528,1384,-3962,3627,-2,-30,0,0,0,3
899851,-1125,-51,1639,4,1504,157,0,0,0,5328,-364,26310,1382,-3847,3627,0,-30,0,0,0,3
899947,-1388,-12,1601,-164,-19,156,0,0,0,6472,-306,26234,1383,-3861,3628,2,-30,0,0,0,3
900251,-1061,-34,1709,-110,-160,154,0,0,0,5710,-373,26429,1376,-3906,3630,11,-30,0,0,0,3
900348,-1105,-91,1587,-162,-117,190,0,0,0,5601,-332,26445,1382,-3913,3631,11,-30,0,0,0,3
900460,-1108,-52,1741,-226,-337,-178,0,0,0,5354,-580,26227,1384,-3948,3633,12,-30,0,0,0,3
900556,-1053,-91,1885,239,50,12,0,0,0,5295,-517,26006,1382,-3969,3634,12,-30,0,0,0,3
900652,-918,-58,1704,-137,-1258,-337,0,0,0,4742,-429,25637,1382,-4024,3633,11,-30,0,0,0,3
900748,-693,-156,1927,-682,-1856,-37,0,0,0,2888,-1046,25425,1382,-4012,3634,14,-28,0,0,0,3
900860,-261,-361,2075,-846,-1609,151,0,0,0,1430,-1620,25666,1384,-4062,3634,18,-18,0,0,0,3
900956,109,-493,2015,-743,-1312,-34,0,0,0,-209,-2408,26024,1382,-4066,3633,22,-8,0,0,0,3
901052,213,-650,1819,-495,-738,-228,0,0,0,-1246,-3011,25994,1384,-4091,3632,26,4,0,0,0,3
901148,411,-759,1776,-739,-180,-331,0,0,0,-1779,-3612,25787,1376,-4064,3632,29,19,0,0,0,3
901244,399,-893,1858,-527,330,-150,0,0,0,-1730,-4259,25320,1370,-4072,3632,32,19,0,0,0,3
901356,287,-981,1722,-292,151,8,0,0,0,-1525,-4645,25118,1384,-4099,3632,34,18,0,0,0,3
901453,222,-936,1825,-145,397,-15,0,0,0,-1263,-4852,24950,1376,-4082,3632,36,16,0,0,0,3
901548,249,-976,1845,-137,175,-62,0,0,0,-1008,-5000,24693,1376,-4064,3632,37,15,0,0,0,3
901645,212,-1061,1810,-237,84,23,0,0,0,-979,-5242,24528,1375,-4053,3631,38,15,0,0,0,3
901756,226,-1121,1698,-112,86,83,0,0,0,-946,-5429,24468,1376,-4044,3631,39,14,0,0,0,3
901853,152,-1047,1675,15,-41,-65,0,0,0,-907,-5474,24423,1380,-4041,3630,39,14,0,0,0,3
901949,194,-1012,1730,251,-59,-118,0,0,0,-933,-5348,24164,1381,-4037,3630,39,14,0,0,0,3
902045,219,-995,1806,-38,152,95,0,0,0,-908,-5179,24057,1382,-4075,3629,38,14,0,0,0,3
902157,209,-1043,1785,-250,-51,209,0,0,0,-793,-5403,24072,1376,-4075,3629,39,14,0,0,0,3
902254,116,-1033,1727,15,-22,105,0,0,0,-710,-5493,24150,1376,-4059,3629,39,13,0,0,0,3
902349,229,-1105,1762,-30,-139,-110,0,0,0,-879,-5503,24107,1375,-4045,3629,39,14,0,0,0,3
902446,206,-1026,1707,57,30,-17,0,0,0,-933,-5490,23977,1372,-4060,3628,39,14,0,0,0,3
902558,182,-1038,1732,201,-389,4,0,0,0,-1095,-5301,23967,1376,-4057,3628,39,15,0,0,0,3
902654,359,-1121,2044,688,-134,-178,0,0,0,-1517,-4926,24084,1370,-4060,3628,37,17,0,0,0,3
902750,414,-896,1866,718,142,-238,0,0,0,-1575,-4322,23882,1376,-4075,3629,33,18,0,0,0,3
902846,282,-661,1894,1136,231,18,0,0,0,-1470,-3338,23611,1382,-4101,3628,28,17,0,0,0,3
902958,294,-702,2204,1330,495,27,0,0,0,-894,-2097,23587,1379,-4116,3628,21,14,0,0,0,3
903247,-89,671,1586,988,414,30,0,0,0,1274,3599,22756,1382,-4084,3628,-28,-11,0,0,0,3
903359,-258,904,1685,254,227,95,0,0,0,1626,4174,23057,1383,-4078,3628,-32,-18,0,0,0,3
903455,-264,843,1659,-166,365,53,0,0,0,1809,4296,23425,1382,-4055,3627,-33,-20,0,0,0,3
903551,-339,854,1485,-769,278,-295,0,0,0,2209,3789,23562,1376,-4093,3627,-31,-22,0,0,0,3
903641,-363,490,1581,-1145,662,-511,0,0,0,2683,2663,23417,1376,-4069,3627,-24,-25,0,0,0,3
903759,-466,541,1617,-939,253,-342,0,0,0,3201,1511,23059,1382,-4074,3628,-18,-27,0,0,0,3
903855,-702,127,2043,-766,57,-328,0,0,0,3255,560,22659,1383,-4055,3628,-14,-28,0,0,0,3
903945,-789,-177,2317,-359,595,279,0,0,0,4028,-284,22343,1382,-4052,3628,-9,-30,0,0,0,3
904041,-814,-283,2070,-1564,-85,13,0,0,0,4229,-1116,22608,1374,-4036,3628,1,-30,0,0,0,3
904138,-414,-609,2060,-430,192,445,0,0,0,4185,-2262,22684,1372,-4032,3628,22,-30,0,0,0,3
904255,-714,-996,2086,-1146,-243,1259,0,0,0,4423,-2604,23780,1382,-4008,3629,23,-30,0,0,0,3
904346,-700,-1096,1761,-719,-646,1252,0,0,0,4230,-3145,25359,1376,-4068,3629,26,-30,0,0,0,3
904442,-900,-810,1829,261,-317,1163,0,0,0,3857,-2629,26696,1382,-4038,3629,24,-30,0,0,0,3
904538,-872,-164,1859,-1122,-1382,923,0,0,0,3510,-2571,28082,1381,-4076,3630,23,-30,0,0,0,3
904650,-954,-656,1637,-1584,-2001,462,0,0,0,1574,-4370,29017,1366,-4066,3630,30,-22,0,0,0,3
904746,-509,-1061,1457,-911,-845,551,0,0,0,957,-5134,30259,1376,-4088,3630,37,-15,0,0,0,3
904842,-588,-1229,1480,-99,-704,910,0,0,0,755,-5723,31612,1376,-4123,3630,41,-14,0,0,0,3
904938,-387,-1302,2228,-354,-365,286,0,0,0,825,-5855,-32647,1382,-4091,3630,41,-14,0,0,0,3
905041,-230,-1231,2024,155,-606,295,0,0,0,670,-6095,-31374,1373,-4084,3630,43,-13,0,0,0,3
905147,-232,-824,1881,890,221,45,0,0,0,549,-5719,-30397,1374,-4073,3631,42,-12,0,0,0,3
905243,-419,-409,1458,-276,-931,414,0,0,0,398,-5265,-29173,1383,-4086,3631,38,-13,0,0,0,3
905339,-520,-940,1601,-109,-147,-114,0,0,0,137,-5497,-28356,1377,-4114,3631,39,-11,0,0,0,3
905441,-275,-1162,1854,-343,1104,-778,0,0,0,408,-5530,-28497,1376,-4099,3631,40,-12,0,0,0,3
905553,-748,-1009,2173,338,472,-758,0,0,0,861,-5761,-28921,1376,-4108,3631,41,-14,0,0,0,3
905643,-415,-358,1977,1268,549,-1488,0,0,0,828,-4954,-30041,1374,-4130,3631,36,-14,0,0,0,3
905745,-145,-445,1696,-501,39,-1386,0,0,0,544,-4538,-31379,1383,-4122,3632,34,-13,0,0,0,3
905841,226,-648,1824,-232,823,-598,0,0,0,605,-4931,32636,1376,-4136,3632,36,-12,0,0,0,3
905948,299,-864,2059,1392,509,285,0,0,0,1101,-4489,32158,1374,-4124,3632,36,-15,0,0,0,3
906043,133,-661,2451,1381,862,445,0,0,0,1757,-3071,32108,1376,-4076,3633,26,-19,0,0,0,3
906145,-65,-157,1798,-310,-385,147,0,0,0,1938,-2630,32043,1374,-4093,3633,24,-21,0,0,0,3
906242,-84,-448,1167,-1023,-228,261,0,0,0,1140,-3149,32257,1377,-4124,3633,26,-30,0,0,0,3
906348,-416,-729,1776,-320,-956,218,0,0,0,608,-3916,32704,1376,-4114,3633,31,-30,0,0,0,3
906444,-399,-1025,2631,12,-993,228,0,0,0,-336,-4199,-32186,1377,-4129,3633,32,-27,0,0,0,3
906546,-243,-527,2395,510,-421,-634,0,0,0,-947,-3804,-32139,1382,-4109,3634,31,-4,0,0,0,3
906642,191,-426,1792,358,-599,-839,0,0,0,-1474,-3417,-32712,1376,-4142,3634,28,11,0,0,0,3
906748,318,-363,1714,-4,455,-670,0,0,0,-1703,-3023,32135,1374,-4130,3634,26,19,0,0,0,3
906851,296,-276,1859,-516,306,-319,0,0,0,-1244,-3467,31370,1374,-4132,3634,28,16,0,0,0,3
906946,816,-477,2314,671,-37,330,0,0,0,-1393,-3452,31389,1374,-4179,3634,28,17,0,0,0,3
907042,422,-482,1933,696,213,270,0,0,0,-989,-2891,31537,1376,-4143,3634,25,15,0,0,0,3
907149,436,-417,1549,657,212,-310,0,0,0,-1342,-1883,31497,1382,-4128,3636,21,16,0,0,0,3
907251,121,-357,1714,-225,1081,-569,0,0,0,-722,-1690,30955,1382,-4130,3634,18,15,0,0,0,3
907347,-206,-494,1927,-551,1190,-325,0,0,0,141,-1971,30129,1382,-4120,3634,20,8,0,0,0,3
907443,-500,-490,2656,154,408,-462,0,0,0,1041,-2275,29333,1375,-4140,3634,22,-4,0,0,0,3
907555,-176,-167,1959,157,-863,-276,0,0,0,726,-1945,28761,1376,-4165,3636,20,-13,0,0,0,3
907651,108,-130,1464,243,50,-611,0,0,0,120,-1360,28409,1382,-4168,3636,17,-10,0,0,0,3
907747,2,-31,1816,-403,-54,-952,0,0,0,257,-1063,27065,1382,-4187,3636,15,-12,0,0,0,3
908148,673,-139,1502,138,-134,-199,0,0,0,-3304,-971,27533,1371,-4196,3637,14,-21,0,0,0,3
908244,462,-412,1567,-810,767,-515,0,0,0,-2595,-1503,27226,1384,-4229,3638,17,-30,0,0,0,3
908340,303,-432,1915,-642,969,-806,0,0,0,-1729,-1988,26341,1383,-4215,3639,20,-30,0,0,0,3
908452,84,-101,2515,-80,217,-1154,0,0,0,-1223,-2272,25051,1382,-4235,3639,22,-30,0,0,0,3
908548,14,-201,2113,521,374,-1228,0,0,0,-1412,-1763,23871,1380,-4212,3639,20,-30,0,0,0,3
908644,365,-321,1752,881,-510,-1157,0,0,0,-1569,-842,22520,1379,-4253,3639,14,-30,0,0,0,3
908740,172,-324,1444,-490,593,-1030,0,0,0,-1457,-636,21225,1369,-4227,3639,13,-30,0,0,0,3
908853,35,290,2051,87,-276,-757,0,0,0,-1160,-631,19942,1383,-4275,3639,13,-30,0,0,0,3
908948,109,419,2194,-469,-47,-427,0,0,0,-1727,-568,19559,1382,-4242,3639,12,-30,0,0,0,3
909045,271,340,2401,663,979,-1128,0,0,0,-900,-198,18725,1382,-4246,3640,11,-30,0,0,0,3
909141,72,260,2084,30,-184,-962,0,0,0,-395,273,17679,1382,-4217,3640,6,-30,0,0,0,3
909253,4,227,2145,-18,-151,-1356,0,0,0,-605,423,16910,1376,-4234,3640,0,-30,0,0,0,3
909348,84,271,1897,-446,-266,-1297,0,0,0,-845,351,15476,1377,-4230,3640,-3,-30,0,0,0,3
909445,29,414,1911,-395,-88,-1006,0,0,0,-1123,174,14499,1374,-4236,3640,-6,-30,0,0,0,3
909541,-10,371,2403,140,732,-497,0,0,0,-517,91,13684,1376,-4167,3641,-7,-30,0,0,0,3
909653,250,5,1888,704,395,-844,0,0,0,-6,639,13148,1375,-4231,3641,-13,-10,0,0,0,3
909749,94,225,2338,306,-511,2,0,0,0,16,710,13154,1384,-4245,3643,-14,-11,0,0,0,3
909846,409,341,2307,-298,-140,-309,0,0,0,-105,463,13228,1373,-4258,3641,-13,-9,0,0,0,3
909941,141,167,2317,111,236,-76,0,0,0,93,359,13320,1384,-4231,3641,-12,-10,0,0,0,3
910054,166,656,2316,-181,106,-91,0,0,0,150,250,13510,1382,-4238,3641,-11,-11,0,0,0,3
910150,9,-75,2027,-9,26,1,0,0,0,358,138,13519,1382,-4210,3641,-11,-12,0,0,0,3
910246,-3,-54,2037,-12,-6,0,0,0,0,336,132,13539,1383,-4205,3641,-11,-11,0,0,0,3
910342,5,-46,2039,-8,-10,0,0,0,0,312,117,13571,1382,-4186,3641,-11,-11,0,0,0,3
910454,1,-37,2039,8,-5,0,0,0,0,292,101,13609,1382,-4188,3640,-10,-12,0,0,0,3
910550,1,-37,2040,10,4,0,0,0,0,276,89,13640,1383,-4185,3640,-10,-12,0,0,0,3
910646,3,-38,2041,4,5,0,0,0,0,257,73,13680,1383,-4189,3640,-10,-11,0,0,0,3
910742,0,-39,2035,1,1,0,0,0,0,241,57,13719,1382,-4218,3639,-10,-11,0,0,0,3
910951,4,-34,2041,-3,5,0,0,0,0,210,27,13789,1383,-4192,3640,-10,-11,0,0,0,3
911046,3,-42,2040,3,6,0,0,0,0,191,12,13822,1382,-4205,3639,-10,-11,0,0,0,3
911142,5,-35,2039,-4,0,0,0,0,0,178,0,13845,1382,-4195,3639,-10,-11,0,0,0,3
911255,6,-42,2042,8,1,0,0,0,0,169,-9,13874,1384,-4188,3639,-10,-11,0,0,0,3
911351,2,-45,2036,14,-5,0,0,0,0,157,-19,13900,1384,-4183,3639,-10,-11,0,0,0,3
911447,6,-42,2041,-5,1,0,0,0,0,148,-28,13920,1380,-4201,3639,-10,-10,0,0,0,3
911543,10,-40,2040,3,1,0,0,0,0,136,-37,13940,1383,-4190,3639,-10,-10,-10,-10,0,3
911655,0,-43,2034,-2,13,0,0,0,0,130,-48,13946,1382,-4171,3640,-10,-10,-18,-18,0,3
911752,-3,-37,2034,1,2,0,0,0,0,125,-58,13947,1378,-4195,3640,-10,-10,-25,-25,0,3
911848,0,-28,2038,5,9,0,0,0,0,127,-60,13950,1380,-4200,3641,-10,-10,-26,-26,0,3
911937,-1,-39,2039,0,-1,0,0,0,0,119,-67,13960,1382,-4212,3641,-10,-10,-25,-25,0,3
912033,-1,-28,2038,-4,-9,0,0,0,0,107,-75,13974,1382,-4205,3643,-10,-10,-20,-20,0,3
912152,2,-29,2036,6,4,0,0,0,0,86,-94,13979,1380,-4228,3641,-10,-10,5,5,0,3
912247,-7,-32,2030,5,-16,0,0,0,0,71,-83,13972,1380,-4243,3643,-10,-10,34,34,0,3
912338,1,-28,2035,2,-29,0,0,0,0,57,-77,13966,1383,-4228,3643,-10,-10,30,30,0,3
912434,-4,-38,2042,-84,5,0,0,0,0,64,-101,13964,1380,-4230,3643,-10,-10,0,0,0,3
912552,12,-63,2036,26,14,0,0,0,0,64,-112,13962,1383,-4241,3641,-10,-10,0,0,0,3
912648,5,-51,2039,9,1,0,0,0,0,60,-114,13974,1382,-4229,3641,-9,-11,0,0,0,3
912738,28,-44,2126,6,-188,20,0,0,0,42,-114,13985,1377,-4235,3641,-8,-30,0,0,0,3
912835,11,-48,2041,1,-5,0,0,0,0,0,-125,13972,1376,-4223,3641,-7,-30,0,0,0,3
912953,38,-47,2048,3,16,2,0,0,0,-2,-127,13956,1380,-4218,3641,-7,-24,0,0,0,3
913043,-31,-37,1968,-59,335,-70,0,0,0,128,-150,13937,1375,-4225,3641,-6,30,0,0,0,3
913139,-43,-20,2018,19,25,-1,0,0,0,176,-163,13938,1382,-4211,3643,-5,30,0,0,0,3
913241,-15,-58,2050,2,6,1,0,0,0,172,-164,13925,1378,-4205,3643,-3,8,0,0,0,3
913353,-30,-16,2008,32,47,0,0,0,0,59,-135,13939,1377,-4238,3645,-3,7,0,0,0,3
913443,-2,-26,2036,15,-5,0,0,0,0,53,-140,13950,1384,-4248,3645,-1,6,0,0,0,3
913539,-4,-32,2035,7,-4,0,0,0,0,48,-143,13959,1382,-4217,3645,0,6,0,0,0,3
913635,0,-33,2044,0,-7,0,0,0,0,43,-146,13965,1383,-4232,3646,0,4,0,0,0,3
913747,4,-36,2028,-7,1,0,0,0,0,37,-149,13966,1382,-4228,3646,1,3,0,0,0,3
913843,4,-29,2043,-12,1,0,0,0,0,31,-158,13962,1384,-4211,3646,-27,2,0,0,0,3
913940,12,9,2054,-83,15,12,0,0,0,21,-202,13946,1382,-4230,3647,-43,1,0,0,0,3
914036,-2,-45,2035,-8,0,0,0,0,0,17,-219,13940,1383,-4234,3647,-42,1,0,0,0,3
914148,4,-49,2045,0,-2,0,0,0,0,18,-220,13934,1376,-4222,3647,-42,0,0,0,0,3
914244,-4,-52,2029,36,5,-2,0,0,0,18,-213,13930,1375,-4254,3648,-34,0,0,0,0,3
914340,4,-46,2021,-26,-12,0,0,0,0,21,-188,13930,1378,-4208,3648,-12,-1,0,0,0,3
914436,0,-22,2035,-41,-36,3,0,0,0,15,-185,13926,1376,-4206,3648,9,-1,0,0,0,3
914548,-1,-81,2045,-6,2,0,0,0,0,15,-166,13915,1383,-4226,3649,34,-2,0,0,0,3
914644,2,-66,2052,18,13,0,0,0,0,14,-159,13897,1377,-4244,3649,35,-3,0,0,0,3
914740,1,-25,2038,16,-1,0,0,0,0,15,-157,13876,1383,-4255,3649,34,-3,0,0,0,3
914842,0,-36,2041,10,14,0,0,0,0,10,-159,13856,1382,-4273,3650,24,-4,0,0,0,3
914949,0,-61,2039,-7,8,0,0,0,0,6,-183,13847,1382,-4227,3650,10,-5,0,0,0,3
915045,5,-48,2047,-7,-4,0,0,0,0,4,-181,13848,1382,-4269,3650,10,-5,0,0,0,3
915141,1,-30,2039,-2,-2,0,0,0,0,3,-179,13857,1383,-4272,3650,10,-5,0,0,0,3
915243,0,-28,2040,12,2,0,0,0,0,2,-177,13865,1376,-4268,3650,10,-28,0,0,0,3
915349,33,-48,2035,-18,27,0,0,0,0,-87,-179,13839,1372,-4273,3650,10,-30,0,0,0,3
915445,-12,-36,2020,-15,-16,3,0,0,0,-63,-185,13817,1382,-4273,3650,10,-30,0,0,0,3
915547,56,31,2107,-78,436,-69,0,0,0,38,-193,13795,1376,-4281,3650,10,30,0,0,0,3
915643,47,-61,2095,18,-25,-2,0,0,0,126,-216,13724,1382,-4255,3650,10,18,0,0,0,3
915749,346,33,2088,1151,318,-167,0,0,0,89,-167,13714,1383,-4241,3650,10,8,0,0,0,3
915845,-214,238,2202,1316,-470,136,0,0,0,-103,745,13579,1382,-4243,3650,1,7,0,0,0,3
915948,0,446,1668,556,409,-131,0,0,0,-402,1576,13854,1382,-4272,3652,-16,12,0,0,0,3
916043,87,686,2319,249,650,-11,0,0,0,623,2088,14087,1376,-4261,3652,-21,7,0,0,0,3
916140,-695,469,2354,-1643,-305,137,0,0,0,838,1016,14344,1376,-4253,3653,-15,-2,0,0,0,3
916246,-879,345,1861,-1749,-1148,-596,0,0,0,39,-643,14167,1374,-4281,3653,-8,-6,0,0,0,3
916348,-845,-15,2037,-1107,-566,-1307,0,0,0,-819,-2010,13394,1380,-4293,3654,11,2,0,0,0,3
916444,-760,13,1911,-956,-574,-1478,0,0,0,-1324,-2682,11908,1382,-4260,3654,24,16,0,0,0,3
916540,275,-163,1580,-554,-846,-1964,0,0,0,-2069,-3028,9902,1357,-4281,3654,26,21,0,0,0,3
916653,820,-462,1143,-340,-430,-1568,0,0,0,-3384,-2604,8007,1383,-4103,3654,23,28,0,0,0,3
916748,985,-841,1303,-801,760,-1423,0,0,0,-3358,-3115,6579,1376,-4056,3654,26,28,0,0,0,3
916845,732,-554,2170,-877,1660,-1393,0,0,0,-2666,-3171,4632,1375,-4012,3653,26,26,0,0,0,3
